Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,2nd phase - general,3,Nursing,daytime,Secondary education,136.0,Portuguese,19,1,Unskilled Workers,Unskilled Workers,129.0,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.308571428571428,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Basic Education,daytime,Secondary education,125.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,114.9,yes,no,yes,no,female,no,21,no,0,6,8,3,13.666666666666666,0,0,6,7,3,10.666666666666666,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,1,Ad/Marketing,daytime,Higher education - degree,110.0,Portuguese,12,3,Services/Sellers,Machine Operators,106.5,yes,no,yes,no,female,no,20,no,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general,1,Tourism,daytime,Secondary education,130.0,Portuguese,37,38,Unskilled Workers,Unskilled Workers,133.9,yes,no,no,yes,female,no,18,no,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,135.0,Portuguese,1,4,Services/Sellers,Technicians,124.9,no,no,no,yes,female,yes,20,no,0,6,7,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,133.0,Portuguese,19,37,Legislative/Executive,Unskilled Workers,128.5,yes,no,no,yes,female,yes,19,no,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Veterinary Nursing,daytime,Frequency of higher education,122.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,126.2,yes,no,no,yes,female,no,22,no,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout
single,2nd phase - general,1,Equinculture,daytime,Secondary education,122.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,121.7,yes,no,no,no,female,no,22,no,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,Dropout
single,1st phase - general,2,Basic Education,daytime,Secondary education,121.0,Portuguese,38,38,Industry/Construction,Services/Sellers,120.0,yes,no,no,yes,female,no,18,no,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
single,Change course,1,Management,daytime,Secondary education,123.0,Portuguese,3,19,Unskilled Workers,Unskilled Workers,113.2,no,no,no,yes,female,no,21,no,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,7.6,2.6,0.32,Enrolled
single,1st phase - general,1,Social Service,daytime,Secondary education,128.0,Portuguese,19,19,Student,Services/Sellers,120.3,yes,no,no,yes,female,no,19,no,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate
single,1st phase - general,4,Animation/Multimedia,daytime,Secondary education,139.0,Portuguese,37,38,Unskilled Workers,Unskilled Workers,127.8,yes,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general,2,Nursing,daytime,Secondary education,124.0,Portuguese,34,34,Student,Student,123.3,yes,no,no,yes,female,yes,20,no,0,8,8,7,14.901428571428571,1,0,8,8,7,14.901428571428571,1,9.4,-0.8,-3.12,Dropout
single,1st phase - general,3,Nursing,daytime,Secondary education,135.0,Portuguese,38,19,Machine Operators,Machine Operators,126.3,yes,no,yes,yes,female,yes,18,no,0,7,8,7,12.65,0,0,8,9,8,12.445555555555554,0,15.5,2.8,-4.06,Graduate
single,Change institution/course,1,Management (evening),evening,Professional higher technical,110.0,Portuguese,19,37,Services/Sellers,Unskilled Workers,128.2,no,no,no,no,female,no,22,no,7,12,12,7,11.0,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout
single,2nd phase - general,4,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,19,36,Other,Industry/Construction,134.9,yes,no,no,yes,female,no,20,no,0,5,7,4,12.4,0,0,5,9,5,12.666666666666666,0,7.6,2.6,0.32,Graduate
single,Tech diploma,1,Agronomy,daytime,Technological specialization,140.0,Portuguese,38,38,Agriculture/Fisheries,Agriculture/Fisheries,140.0,no,no,no,yes,female,no,19,no,0,6,7,6,12.0,0,0,6,7,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
single,1st phase - general,5,Nursing,daytime,Secondary education,126.0,Portuguese,1,19,Agriculture/Fisheries,Industry/Construction,115.5,yes,no,no,yes,female,yes,19,no,0,7,8,7,12.135714285714286,0,0,8,10,7,13.328571428571427,0,12.4,0.5,1.79,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,113.0,Portuguese,38,19,Unskilled Workers,Industry/Construction,106.7,yes,no,no,yes,female,yes,20,no,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled
single,Over 23 years old,1,Management (evening),evening,Secondary education,120.0,Portuguese,38,38,Technicians,Technicians,140.0,no,no,no,yes,female,no,25,no,0,5,11,3,10.666666666666666,0,0,5,11,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general,1,Nursing,daytime,Secondary education,145.0,Portuguese,19,19,Unskilled Workers,Industry/Construction,136.6,no,no,no,yes,female,yes,19,no,0,7,12,6,13.766666666666666,0,0,8,10,7,14.051428571428572,0,15.5,2.8,-4.06,Graduate
single,3rd phase - general,1,Nursing,daytime,Secondary education,124.0,Portuguese,38,37,Unskilled Workers,Industry/Construction,119.3,yes,no,no,yes,female,no,19,no,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Communication Design,daytime,Secondary education,160.0,Portuguese,3,38,Legislative/Executive,Unskilled Workers,152.0,yes,no,no,no,female,no,19,no,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,138.0,Portuguese,38,19,Unskilled Workers,Services/Sellers,144.3,no,no,no,yes,female,no,20,no,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,2,Oral Hygiene,daytime,Secondary education,130.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,159.0,yes,no,no,yes,female,no,25,no,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general,1,Nursing,daytime,Secondary education,127.0,Portuguese,19,38,Services/Sellers,Unskilled Workers,129.5,yes,no,no,yes,female,yes,20,no,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,1,Social Service,daytime,Secondary education,170.0,Portuguese,38,19,Unskilled Workers,Unskilled Workers,140.0,yes,no,no,yes,female,no,24,no,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general,3,Ad/Marketing,daytime,Secondary education,111.0,Portuguese,1,1,Services/Sellers,Services/Sellers,105.4,no,no,no,yes,female,no,20,no,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
single,Transfer,1,Nursing,daytime,Secondary education,100.0,Portuguese,1,19,Admin staff,Machine Operators,136.0,yes,no,no,yes,female,no,21,no,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate
single,Tech diploma,1,Agronomy,daytime,Technological specialization,160.0,Portuguese,37,38,Unskilled Workers,Unskilled Workers,160.0,no,no,yes,yes,female,yes,19,no,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,152.0,Portuguese,38,37,Unskilled Workers,Unskilled Workers,139.1,no,no,no,yes,female,yes,19,no,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
single,1st phase - general,2,Ad/Marketing,daytime,Secondary education,144.0,Portuguese,37,38,Unskilled Workers,Unskilled Workers,126.9,no,no,no,yes,female,yes,21,no,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,1,Nursing,daytime,Higher education - degree,133.8,Portuguese,3,37,Scientific specialists,Armed Forces,184.0,no,no,no,yes,female,no,28,no,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,125.0,Portuguese,37,38,Unskilled Workers,Unskilled Workers,125.0,yes,no,yes,no,female,yes,19,no,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,150.0,Portuguese,37,37,Unskilled Workers,Agriculture/Fisheries,138.5,no,no,no,yes,female,yes,18,no,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate
facto union,2nd phase - general,5,Nursing,daytime,Secondary education,143.0,Portuguese,37,38,Services/Sellers,Machine Operators,133.5,yes,no,no,yes,female,yes,18,no,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,3,Nursing,daytime,Secondary education,145.0,Portuguese,19,37,Industry/Construction,Industry/Construction,141.5,yes,no,no,yes,female,yes,18,no,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
single,Transfer,1,Nursing,daytime,Secondary education,120.0,Portuguese,1,2,Unskilled Workers,Technicians,130.0,yes,no,no,yes,female,no,22,no,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,138.0,Portuguese,37,37,Meal assistants,Construction workers,131.0,yes,no,no,yes,female,no,19,no,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
single,1st phase - general,1,Nursing,daytime,Secondary education,145.0,Portuguese,19,1,Unskilled Workers,Services/Sellers,145.0,no,no,no,yes,female,yes,18,no,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,1,Tourism,daytime,Secondary education,122.0,Portuguese,37,37,Services/Sellers,Agriculture/Fisheries,114.3,no,no,no,no,female,no,20,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Tech diploma,1,Animation/Multimedia,daytime,Technological specialization,110.0,Portuguese,37,37,Services/Sellers,Agriculture/Fisheries,108.3,no,no,no,no,female,no,26,no,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general,3,Communication Design,daytime,Secondary education,136.0,Portuguese,37,38,Unskilled Workers,Unskilled Workers,125.2,yes,no,no,yes,female,yes,18,no,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Tourism,daytime,Secondary education,145.0,Portuguese,1,38,Admin staff,Unskilled Workers,131.7,yes,no,no,yes,female,yes,21,no,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,10.8,1.4,1.74,Dropout
single,2nd phase - general,4,Nursing,daytime,Secondary education,141.0,Portuguese,38,37,Technicians,Technicians,126.3,yes,no,no,yes,female,no,18,no,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,149.0,Portuguese,19,19,Admin staff,Agriculture/Fisheries,147.6,yes,no,no,yes,female,no,20,no,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,6,Nursing,daytime,Secondary education,130.0,Portuguese,38,19,Services/Sellers,Agriculture/Fisheries,125.1,yes,no,no,yes,female,no,18,no,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,6,Management,daytime,Secondary education,121.0,Portuguese,19,38,Industry/Construction,Unskilled Workers,123.8,no,no,no,yes,female,yes,19,no,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,128.0,Portuguese,1,1,Scientific specialists,Scientific specialists,130.8,yes,no,no,yes,female,no,20,no,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout
single,1st phase - general,1,Basic Education,daytime,Secondary education,152.0,Portuguese,19,19,Unskilled Workers,Services/Sellers,154.1,no,no,yes,yes,female,yes,18,no,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,Graduate
single,Special - Madeira,2,Management,daytime,Secondary education,132.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,122.6,yes,no,no,yes,female,yes,20,no,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled
single,1st phase - general,2,Social Service (evening),evening,Secondary education,107.0,Portuguese,19,11,Student,Student,103.5,yes,no,no,yes,female,no,22,no,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,131.0,Portuguese,19,38,Admin staff,Services/Sellers,132.8,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
single,Change institution/course,1,Management (evening),evening,Secondary education,141.0,Portuguese,19,38,Services/Sellers,Industry/Construction,100.0,no,no,no,yes,female,no,21,no,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate
single,3rd phase - general,2,Basic Education,daytime,Secondary education,120.0,Portuguese,1,1,Unskilled Workers,Student,115.8,no,no,no,yes,female,no,18,no,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general,1,Nursing,daytime,Secondary education,148.0,Portuguese,19,19,Admin staff,Admin staff,133.8,no,no,no,yes,female,no,18,no,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,1,Communication Design,daytime,Secondary education,130.0,Portuguese,12,19,Admin staff,Services/Sellers,118.5,no,yes,no,yes,female,yes,18,no,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,8.9,1.4,3.51,Graduate
single,2nd phase - general,1,Animation/Multimedia,daytime,Secondary education,145.0,Portuguese,37,37,Unskilled Workers,Legislative/Executive,150.3,yes,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,3,Management,daytime,Secondary education,112.0,Portuguese,1,19,Technicians,Services/Sellers,107.8,yes,no,no,yes,female,no,19,no,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,10.8,1.4,1.74,Enrolled
single,1st phase - general,1,Nursing,daytime,Secondary education,138.0,Portuguese,38,1,Unskilled Workers,Admin staff,127.5,yes,no,no,yes,female,no,19,no,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general,3,Nursing,daytime,Secondary education,135.0,Portuguese,1,37,Industry/Construction,Industry/Construction,120.5,yes,no,no,yes,female,no,19,no,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,118.0,Portuguese,1,2,Armed Forces,Armed Forces,117.3,yes,no,no,yes,female,no,19,no,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,Enrolled
single,2nd phase - general,1,Tourism,daytime,Secondary education,123.0,Portuguese,38,37,Unskilled Workers,Industry/Construction,120.6,yes,no,no,no,female,no,19,no,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,10.8,1.4,1.74,Dropout
single,Special - Madeira,4,Tourism,daytime,Secondary education,126.0,Portuguese,38,37,Unskilled Workers,Industry/Construction,118.7,yes,no,no,yes,female,yes,21,no,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
single,1st phase - general,2,Journalism,daytime,Secondary education,150.0,Brazilian,1,37,Unskilled Workers,Industry/Construction,130.8,no,no,no,yes,female,yes,20,yes,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,121.0,Portuguese,19,19,Technicians,Unskilled Workers,112.6,yes,no,no,yes,female,yes,20,no,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,1,Management (evening),evening,Basic education 3rd cycle,133.1,Portuguese,37,37,Unskilled Workers,Unskilled Workers,117.2,no,no,no,yes,female,no,41,no,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
divorced,Other higher courses,1,Nursing,daytime,Higher education - degree (1st cycle),130.0,Portuguese,37,37,Technicians,Technicians,130.0,yes,no,no,yes,female,no,32,no,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general,3,Nursing,daytime,Secondary education,139.0,Portuguese,38,1,Unskilled Workers,Services/Sellers,131.8,yes,no,no,yes,female,no,18,no,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,10.8,1.4,1.74,Graduate
divorced,Over 23 years old,1,Social Service (evening),evening,Secondary education,160.0,Portuguese,37,37,Technicians,Admin staff,97.0,no,no,no,yes,female,yes,35,no,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,Graduate
single,Over 23 years old,1,Nursing,daytime,Secondary education,110.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,130.0,no,no,yes,no,female,no,32,no,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Social Service (evening),evening,Higher education - degree (1st cycle),140.0,Portuguese,19,37,Services/Sellers,Unskilled Workers,148.0,no,no,no,yes,female,no,37,no,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate
married,Over 23 years old,2,Management,daytime,Higher education - degree,130.0,Portuguese,3,37,Unskilled Workers,Unskilled Workers,103.4,no,no,no,yes,female,no,30,no,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,12.7,3.7,-1.7,Dropout
single,Change course,2,Journalism,daytime,Secondary education,132.0,Portuguese,19,19,Student,Student,127.1,no,no,no,yes,male,no,23,no,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,7.6,2.6,0.32,Graduate
single,2nd phase - general,2,Journalism,daytime,Secondary education,139.0,Portuguese,3,1,Scientific specialists,Industry/Construction,124.0,yes,no,no,yes,female,yes,20,no,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,15.5,2.8,-4.06,Dropout
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,135.0,Portuguese,19,37,Services/Sellers,Industry/Construction,121.4,no,no,no,yes,male,no,21,no,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,117.0,Portuguese,38,19,Services/Sellers,Industry/Construction,118.1,no,no,no,yes,male,no,19,no,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,4,Nursing,daytime,Secondary education,137.0,Portuguese,1,19,Admin staff,Technicians,121.3,yes,no,no,yes,male,yes,18,no,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,Graduate
single,Transfer,1,Informatics Engineering,daytime,Secondary education,144.0,Portuguese,34,34,Student,Student,119.5,no,no,no,yes,male,no,18,no,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Management (evening),evening,Secondary education,130.0,Portuguese,1,1,Admin staff,Armed Forces,115.2,no,no,no,yes,male,no,24,no,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,Enrolled
single,3rd phase - general,1,Ad/Marketing,daytime,Secondary education,140.0,Portuguese,1,37,Unskilled Workers,Unskilled Workers,130.2,yes,no,no,yes,male,no,22,no,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general,4,Tourism,daytime,Secondary education,130.0,Portuguese,19,1,Services/Sellers,Services/Sellers,130.0,yes,no,no,yes,male,no,18,no,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
single,Special - Madeira,2,Social Service,daytime,Secondary education,130.0,Portuguese,37,37,Services/Sellers,Agriculture/Fisheries,126.9,yes,no,no,yes,female,no,18,no,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,2,Communication Design,daytime,Secondary education,152.0,Mexican,2,1,Unskilled Workers,Legislative/Executive,168.5,yes,no,no,yes,male,no,21,yes,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
divorced,Over 23 years old,1,Nursing,daytime,Secondary education,133.1,Portuguese,37,37,Unskilled Workers,Unskilled Workers,130.0,no,no,yes,yes,female,no,38,no,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,Dropout
single,3rd phase - general,1,Oral Hygiene,daytime,Secondary education,140.0,Portuguese,38,37,Unskilled Workers,Unskilled Workers,122.8,no,no,no,yes,female,yes,19,no,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate
legally separated,Over 23 years old,1,Nursing,daytime,Secondary education,133.1,Portuguese,37,37,Unskilled Workers,Unskilled Workers,110.0,no,no,no,yes,female,no,36,no,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,Dropout
single,Special - Madeira,1,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,1,1,Unskilled Workers,Unskilled Workers,127.1,yes,no,no,yes,female,no,18,no,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,3,Nursing,daytime,Secondary education,133.1,Portuguese,19,19,Services/Sellers,Services/Sellers,108.5,yes,no,no,yes,female,no,19,no,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
single,Short cycle diploma,1,Veterinary Nursing,daytime,Professional higher technical,140.0,Portuguese,19,38,Unskilled Workers,Unskilled Workers,138.2,no,no,yes,no,female,no,21,no,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
single,1st phase - general,2,Nursing,daytime,Secondary education,133.1,Portuguese,19,38,Unskilled in agriculture,Unskilled in agriculture,96.0,yes,no,no,yes,female,no,19,no,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,Enrolled
single,1st phase - general,1,Social Service,daytime,Secondary education,135.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,124.5,no,no,no,yes,female,yes,18,no,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate
